Genome	Organism/Name	Strain	CladeID	BioSample	BioProject	Group	SubGroup	Assembly	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Level
GCA_001017085.1_ASM101708v1_genomic.fna	Streptococcus agalactiae	SH0660	20122	SAMN03435110 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001017085.1 	2.10825	35.3	-	LDAE01	25	2122	2049	2015/06/01	2015/08/20	Contig
GCA_001017115.1_ASM101711v1_genomic.fna	Streptococcus agalactiae	ES-PW-080	20122	SAMN03435044 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001017115.1 	2.07347	35.2	-	LCVD01	23	2074	1997	2015/06/01	2016/01/26	Contig
GCA_001017835.1_ASM101783v1_genomic.fna	Streptococcus agalactiae	DK-PW-089	20122	SAMN03435030 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001017835.1 	2.03585	35.2	-	LBKD01	27	2033	1949	2015/06/02	2016/01/26	Contig
GCA_001017845.1_ASM101784v1_genomic.fna	Streptococcus agalactiae	DK-PW-070	20122	SAMN03435029 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001017845.1 	2.05218	35.3	-	LBKC01	23	2080	2016	2015/06/02	2015/08/20	Contig
GCA_001017855.1_ASM101785v1_genomic.fna	Streptococcus agalactiae	DK-PW-066	20122	SAMN03435028 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001017855.1 	2.11573	35.6	-	LBKB01	41	2129	2032	2015/06/02	2015/08/20	Contig
GCA_001017925.1_ASM101792v1_genomic.fna	Streptococcus agalactiae	DK-B-USS-032	20122	SAMN03434993 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001017925.1 	2.18555	35.4	-	LBKF01	33	2215	2132	2015/06/02	2015/08/20	Contig
GCA_001017935.1_ASM101793v1_genomic.fna	Streptococcus agalactiae	DK-B-USS-055	20122	SAMN03434994 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001017935.1 	2.03435	35.3	-	LBKG01	24	2022	1950	2015/06/02	2015/08/20	Contig
GCA_001017975.1_ASM101797v1_genomic.fna	Streptococcus agalactiae	DK-B-USS-147	20122	SAMN03434997 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001017975.1 	2.22173	35.7	-	LBKH01	122	2294	2047	2015/06/02	2015/08/20	Contig
GCA_001017995.1_ASM101799v1_genomic.fna	Streptococcus agalactiae	DK-B-USS-155	20122	SAMN03434998 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001017995.1 	2.1814	35.6	-	LBKI01	73	2215	2027	2015/06/02	2015/08/20	Contig
GCA_001018005.1_ASM101800v1_genomic.fna	Streptococcus agalactiae	DK-B-USS-196	20122	SAMN03434999 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018005.1 	2.27556	35.5	-	LBKJ01	84	2337	2136	2015/06/02	2015/08/20	Contig
GCA_001018015.1_ASM101801v1_genomic.fna	Streptococcus agalactiae	DK-B-USS-204	20122	SAMN03435000 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018015.1 	2.29612	35.7	-	LBKK01	99	2362	2150	2015/06/02	2015/08/20	Contig
GCA_001018055.1_ASM101805v1_genomic.fna	Streptococcus agalactiae	DK-B-USS-215	20122	SAMN03435001 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018055.1 	2.37862	35.7	-	LBKL01	105	2454	2253	2015/06/02	2015/08/21	Contig
GCA_001018065.1_ASM101806v1_genomic.fna	Streptococcus agalactiae	BG-PW-031	20122	SAMN03435016 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018065.1 	2.06083	35.2	-	LBKM01	20	2053	1976	2015/06/02	2016/01/26	Contig
GCA_001018085.1_ASM101808v1_genomic.fna	Streptococcus agalactiae	BG-PW-056	20122	SAMN03435017 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018085.1 	2.00149	35.2	-	LBKN01	18	2007	1923	2015/06/02	2015/08/20	Contig
GCA_001018095.1_ASM101809v1_genomic.fna	Streptococcus agalactiae	BG-PW-074	20122	SAMN03435018 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018095.1 	1.93322	35.2	-	LBKO01	31	1897	1799	2015/06/02	2016/01/26	Contig
GCA_001018135.1_ASM101813v1_genomic.fna	Streptococcus agalactiae	CZ-PW-143	20122	SAMN03435019 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018135.1 	2.07334	35.3	-	LBKP01	20	2077	1994	2015/06/02	2015/08/20	Contig
GCA_001018155.1_ASM101815v1_genomic.fna	Streptococcus agalactiae	DE-NI-024	20122	SAMN03435020 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018155.1 	2.23346	35.7	-	LBKQ01	37	2212	2090	2015/06/02	2015/08/20	Contig
GCA_001018165.1_ASM101816v1_genomic.fna	Streptococcus agalactiae	DE-PW-406	20122	SAMN03435022 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018165.1 	2.13816	35.2	-	LBKS01	24	2124	2040	2015/06/02	2015/08/20	Contig
GCA_001018175.1_ASM101817v1_genomic.fna	Streptococcus agalactiae	DE-NI-035	20122	SAMN03435021 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018175.1 	2.0409	35.3	-	LBKR01	31	2008	1897	2015/06/02	2015/08/20	Contig
GCA_001018215.1_ASM101821v1_genomic.fna	Streptococcus agalactiae	DE-PW-435	20122	SAMN03435023 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018215.1 	2.03432	35.1	-	LBKT01	21	2013	1943	2015/06/02	2016/01/26	Contig
GCA_001018225.1_ASM101822v1_genomic.fna	Streptococcus agalactiae	DE-PW-436	20122	SAMN03435024 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018225.1 	2.0415	35.3	-	LBKU01	19	2041	1951	2015/06/02	2015/08/20	Contig
GCA_001018245.1_ASM101824v1_genomic.fna	Streptococcus agalactiae	DK-PW-024	20122	SAMN03435026 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018245.1 	2.14548	35.4	-	LBKW01	35	2156	2043	2015/06/02	2015/08/20	Contig
GCA_001018255.1_ASM101825v1_genomic.fna	Streptococcus agalactiae	DK-PW-014	20122	SAMN03435025 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018255.1 	2.03132	35.2	-	LBKV01	22	2038	1969	2015/06/02	2015/08/20	Contig
GCA_001018295.1_ASM101829v1_genomic.fna	Streptococcus agalactiae	DK-PW-060	20122	SAMN03435027 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018295.1 	2.1268	35.3	-	LBKX01	37	2138	2049	2015/06/02	2016/01/26	Contig
GCA_001018315.1_ASM101831v1_genomic.fna	Streptococcus agalactiae	BE-PW-095	20122	SAMN03435008 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018315.1 	2.07663	35.5	-	LBKZ01	40	2070	1989	2015/06/02	2016/01/26	Contig
GCA_001018325.1_ASM101832v1_genomic.fna	Streptococcus agalactiae	BE-PW-078	20122	SAMN03435006 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018325.1 	2.02756	35.2	-	LBKY01	23	2019	1949	2015/06/02	2016/01/27	Contig
GCA_001018335.1_ASM101833v1_genomic.fna	Streptococcus agalactiae	BE-PW-096	20122	SAMN03435009 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018335.1 	2.14848	35.3	-	LBLA01	24	2163	2076	2015/06/02	2015/08/20	Contig
GCA_001018375.1_ASM101837v1_genomic.fna	Streptococcus agalactiae	BE-PW-101	20122	SAMN03435010 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018375.1 	2.02313	35.1	-	LBLB01	21	2005	1927	2015/06/02	2016/01/26	Contig
GCA_001018395.1_ASM101839v1_genomic.fna	Streptococcus agalactiae	BE-PW-108	20122	SAMN03435011 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018395.1 	2.08276	35.3	-	LBLC01	25	2104	2022	2015/06/02	2015/08/20	Contig
GCA_001018405.1_ASM101840v1_genomic.fna	Streptococcus agalactiae	BE-PW-110	20122	SAMN03435012 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018405.1 	2.07346	35.3	-	LBLD01	25	2060	1995	2015/06/02	2016/01/26	Contig
GCA_001018415.1_ASM101841v1_genomic.fna	Streptococcus agalactiae	BE-PW-119	20122	SAMN03435013 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018415.1 	2.08106	35.3	-	LBLE01	27	2107	2024	2015/06/02	2015/08/20	Contig
GCA_001018455.1_ASM101845v1_genomic.fna	Streptococcus agalactiae	BE-PW-123	20122	SAMN03435014 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018455.1 	2.03523	35.3	-	LBLF01	21	2035	1953	2015/06/02	2016/01/26	Contig
GCA_001018475.1_ASM101847v1_genomic.fna	Streptococcus agalactiae	BE-PW-130	20122	SAMN03435015 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018475.1 	1.9812	35.2	-	LBLG01	25	1999	1906	2015/06/02	2015/08/20	Contig
GCA_001018485.1_ASM101848v1_genomic.fna	Streptococcus agalactiae	IMMI_409	20122	SAMN03435003 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018485.1 	2.13557	35.5	-	LBLI01	45	2141	2034	2015/06/02	2015/08/20	Contig
GCA_001018495.1_ASM101849v1_genomic.fna	Streptococcus agalactiae	DK-B-USS-225	20122	SAMN03435002 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018495.1 	2.32549	35.7	-	LBLH01	91	2389	2175	2015/06/02	2015/08/20	Contig
GCA_001018535.1_ASM101853v1_genomic.fna	Streptococcus agalactiae	USS-107	20122	SAMN03435004 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018535.1 	2.15403	35.4	-	LBLJ01	38	2160	2071	2015/06/02	2015/08/20	Contig
GCA_001018555.1_ASM101855v1_genomic.fna	Streptococcus agalactiae	BE-PW-051	20122	SAMN03435005 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018555.1 	2.15509	35.4	-	LBLK01	51	2210	2070	2015/06/02	2016/01/26	Contig
GCA_001018565.1_ASM101856v1_genomic.fna	Streptococcus agalactiae	BE-PW-080	20122	SAMN03435007 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018565.1 	2.09587	35.5	-	LBLL01	36	2098	1978	2015/06/02	2015/08/20	Contig
GCA_001018575.1_ASM101857v1_genomic.fna	Streptococcus agalactiae	DK-B-USS-146	20122	SAMN03434996 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018575.1 	2.21109	35.7	-	LBHI01	124	2262	2028	2015/06/02	2015/08/20	Contig
GCA_001018615.1_ASM101861v1_genomic.fna	Streptococcus agalactiae	DK-B-USS-084	20122	SAMN03434995 	PRJNA278931	Terrabacteria group	Firmicutes	GCA_001018615.1 	2.12887	35.6	-	LBHH01	19	2104	1998	2015/06/02	2015/08/20	Contig
GCA_001070935.1_ASM107093v1_genomic.fna	Streptococcus agalactiae	357_SAGA	20122	SAMN03197547 	PRJNA267549	Terrabacteria group	Firmicutes	GCA_001070935.1 	2.19549	35.6	-	JVKH01	86	2179	2080	2015/07/10	2015/08/21	Contig
GCA_001072615.1_ASM107261v1_genomic.fna	Streptococcus agalactiae	369_SAGA	20122	SAMN03197559 	PRJNA267549	Terrabacteria group	Firmicutes	GCA_001072615.1 	2.00429	35.2	-	JVJV01	28	1969	1924	2015/07/10	2015/08/21	Contig
GCA_001072815.1_ASM107281v1_genomic.fna	Streptococcus agalactiae	408_SAGA	20122	SAMN03197598 	PRJNA267549	Terrabacteria group	Firmicutes	GCA_001072815.1 	2.00566	35.2	-	JVII01	26	1982	1922	2015/07/10	2015/08/21	Contig
GCA_001074175.1_ASM107417v1_genomic.fna	Streptococcus agalactiae	745_SAGA	20122	SAMN03197951 	PRJNA267549	Terrabacteria group	Firmicutes	GCA_001074175.1 	2.03619	35.1	-	JUUT01	80	2017	1954	2015/07/10	2015/08/21	Contig
GCA_001074215.1_ASM107421v1_genomic.fna	Streptococcus agalactiae	750_SAGA	20122	SAMN03197957 	PRJNA267549	Terrabacteria group	Firmicutes	GCA_001074215.1 	2.08093	35.4	-	JUUN01	103	2064	1989	2015/07/10	2015/08/21	Contig
GCA_001076065.1_ASM107606v1_genomic.fna	Streptococcus agalactiae	986_SAGA	20122	SAMN03198207 	PRJNA267549	Terrabacteria group	Firmicutes	GCA_001076065.1 	2.10328	35.3	-	JUKX01	56	2050	2007	2015/07/10	2015/08/21	Contig
GCA_001086185.1_6753_5_13_genomic.fna	Streptococcus agalactiae	RBH02	20122	SAMEA1031486 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001086185.1 	2.03786	35.3	-	CQCR01	20	2036	1942	2015/03/23	2015/08/05	Contig
GCA_001104505.1_6753_5_23_genomic.fna	Streptococcus agalactiae	B96P	20122	SAMEA1031528 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001104505.1 	2.025	35.2	-	CQCY01	27	2013	1926	2015/03/23	2015/08/05	Contig
GCA_001109505.1_6753_5_20_genomic.fna	Streptococcus agalactiae	RBH09	20122	SAMEA1031502 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001109505.1 	2.08326	35.4	-	CPWB01	14	2083	2009	2015/03/23	2015/08/05	Contig
GCA_001109825.1_6753_5_26_genomic.fna	Streptococcus agalactiae	B81VD	20122	SAMEA1031471 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001109825.1 	2.17207	35.4	-	CPXU01	50	2187	2082	2015/03/23	2015/08/05	Contig
GCA_001110105.1_6753_5_18_genomic.fna	Streptococcus agalactiae	RBH07	20122	SAMEA1031473 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001110105.1 	2.07155	35.1	-	CPZW01	14	2063	1975	2015/03/23	2015/08/05	Contig
GCA_001111745.1_6753_5_27_genomic.fna	Streptococcus agalactiae	B81VS	20122	SAMEA1031457 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001111745.1 	2.03339	35.3	-	CQDG01	14	2032	1955	2015/03/23	2015/08/05	Contig
GCA_001115545.1_6753_5_22_genomic.fna	Streptococcus agalactiae	RBH12	20122	SAMEA1031531 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001115545.1 	2.12613	35.2	-	CPVQ01	42	2131	2043	2015/03/23	2015/08/05	Contig
GCA_001124065.1_6753_5_6_genomic.fna	Streptococcus agalactiae	B50VD	20122	SAMEA1031491 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001124065.1 	2.03122	35.3	-	CQDB01	17	2010	1932	2015/03/23	2015/08/05	Contig
GCA_001127125.1_6753_5_7_genomic.fna	Streptococcus agalactiae	B68VD	20122	SAMEA1031441 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001127125.1 	2.16015	35.3	-	CPXT01	31	2150	2068	2015/03/23	2015/08/05	Contig
GCA_001145265.1_6753_5_15_genomic.fna	Streptococcus agalactiae	RBH04	20122	SAMEA1031512 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001145265.1 	2.17448	35.6	-	CQBZ01	33	2172	2082	2015/03/22	2016/03/09	Contig
GCA_001146845.1_6630_8_11_genomic.fna	Streptococcus agalactiae	CZ-NI-016	20122	SAMEA1031470 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001146845.1 	2.18145	35.3	-	CPYV01	15	2181	2100	2015/03/23	2015/08/05	Contig
GCA_001147785.1_6753_5_5_genomic.fna	Streptococcus agalactiae	B42VD	20122	SAMEA1031516 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001147785.1 	1.93977	35.2	-	CPZB01	12	1930	1853	2015/03/23	2015/08/05	Contig
GCA_001149385.1_6753_5_21_genomic.fna	Streptococcus agalactiae	RBH11	20122	SAMEA1031518 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001149385.1 	2.13854	35.6	-	CQDY01	33	2137	2050	2015/03/23	2015/08/05	Contig
GCA_001151005.1_6753_5_19_genomic.fna	Streptococcus agalactiae	RBH08	20122	SAMEA1031478 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001151005.1 	1.98931	35.2	-	CQAD01	12	1970	1889	2015/03/22	2015/08/05	Contig
GCA_001156965.1_6753_5_1_genomic.fna	Streptococcus agalactiae	B09PS	20122	SAMEA1031456 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001156965.1 	2.05516	35.3	-	CQCM01	14	2044	1963	2015/03/22	2015/08/06	Contig
GCA_001166605.1_6753_5_2_genomic.fna	Streptococcus agalactiae	B15VD	20122	SAMEA1031439 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001166605.1 	1.98907	35.1	-	CPZY01	26	1972	1883	2015/03/23	2015/08/06	Contig
GCA_001171645.1_6753_5_12_genomic.fna	Streptococcus agalactiae	RBH01	20122	SAMEA1031504 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001171645.1 	2.18049	35.5	-	CPVY01	36	2183	2104	2015/03/23	2015/08/07	Contig
GCA_001348535.1_6753_5_24_genomic.fna	Streptococcus agalactiae	B41VS	20122	SAMEA1031412 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348535.1 	2.01577	35.2	-	CGBG01	25	2004	1926	2015/03/15	2015/11/10	Contig
GCA_001348615.1_6753_5_3_genomic.fna	Streptococcus agalactiae	B24VD	20122	SAMEA1031418 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348615.1 	2.1118	35.3	-	CHDK01	17	2119	2034	2015/04/21	2015/11/10	Contig
GCA_001348655.1_6753_5_25_genomic.fna	Streptococcus agalactiae	B50VS	20122	SAMEA1031427 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348655.1 	2.03648	35.4	-	CHDL01	17	2017	1928	2015/04/21	2015/11/10	Contig
GCA_001348715.1_6753_5_28_genomic.fna	Streptococcus agalactiae	B96V	20122	SAMEA1031442 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348715.1 	2.02621	35.2	-	CHDM01	31	2020	1931	2015/04/21	2015/11/10	Contig
GCA_001348735.1_6753_5_17_genomic.fna	Streptococcus agalactiae	RBH06	20122	SAMEA1031448 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001348735.1 	2.03941	35.3	-	CGHZ01	68	2033	1945	2015/03/15	2015/11/10	Contig
GCA_001349035.1_6753_5_4_genomic.fna	Streptococcus agalactiae	B37VS	20122	SAMEA1031532 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001349035.1 	2.13766	35.3	-	CGCF01	36	2105	2019	2015/03/15	2015/11/10	Contig
GCA_001349055.1_6753_5_14_genomic.fna	Streptococcus agalactiae	RBH03	20122	SAMEA1031533 	PRJEB2589	Terrabacteria group	Firmicutes	GCA_001349055.1 	2.13985	35.5	-	CGBQ01	33	2140	2055	2015/03/15	2015/11/10	Contig
GCA_001398435.1_Mother1_genomic.fna	Streptococcus agalactiae	Mother1	20122	SAMEA2780141 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398435.1 	1.95584	35.2	-	CDEB01	104	1902	1824	2014/11/04	2015/10/27	Contig
GCA_001398455.1_Child1_genomic.fna	Streptococcus agalactiae	Child1	20122	SAMEA2780142 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398455.1 	1.95223	35.2	-	CDDG01	80	1897	1828	2014/11/04	2015/10/27	Contig
GCA_001398475.1_Mother2_genomic.fna	Streptococcus agalactiae	Mother2	20122	SAMEA2780143 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398475.1 	2.05094	35.4	-	CDDJ01	93	2012	1936	2014/11/04	2016/03/09	Contig
GCA_001398495.1_Child2_genomic.fna	Streptococcus agalactiae	Child2	20122	SAMEA2780144 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398495.1 	2.03964	35.3	-	CDBM01	58	1995	1940	2014/11/04	2015/10/27	Contig
GCA_001398515.1_Mother3_genomic.fna	Streptococcus agalactiae	Mother3	20122	SAMEA2780145 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398515.1 	2.02517	35.4	-	CDBX01	61	1980	1926	2014/11/04	2015/11/10	Contig
GCA_001398535.1_Child3_genomic.fna	Streptococcus agalactiae	Child3	20122	SAMEA2780146 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398535.1 	2.02521	35.4	-	CDDM01	60	1980	1924	2014/11/04	2015/10/27	Contig
GCA_001398555.1_Mother4_genomic.fna	Streptococcus agalactiae	Mother4	20122	SAMEA2780147 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398555.1 	2.04566	35.3	-	CDDX01	87	1994	1914	2014/11/04	2016/03/09	Contig
GCA_001398575.1_Child4_genomic.fna	Streptococcus agalactiae	Child4	20122	SAMEA2780148 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398575.1 	2.04568	35.3	-	CDDL01	81	1989	1919	2014/11/04	2015/10/27	Contig
GCA_001398595.1_Mother5-1_genomic.fna	Streptococcus agalactiae	Mother5-1	20122	SAMEA2780149 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398595.1 	1.97131	35.3	-	CDCD01	77	1932	1860	2014/11/04	2015/10/27	Contig
GCA_001398615.1_Mother5-2_genomic.fna	Streptococcus agalactiae	Mother5-2	20122	SAMEA2780150 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398615.1 	1.97204	35.3	-	CDCC01	77	1925	1859	2014/11/04	2015/11/10	Contig
GCA_001398635.1_Child5_genomic.fna	Streptococcus agalactiae	Child5	20122	SAMEA2780151 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398635.1 	1.97138	35.3	-	CDEH01	74	1930	1859	2014/11/04	2015/11/10	Contig
GCA_001398655.1_Mother6_genomic.fna	Streptococcus agalactiae	Mother6	20122	SAMEA2780152 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398655.1 	2.04544	35.2	-	CDEA01	73	2027	1961	2014/11/04	2016/03/09	Contig
GCA_001398675.1_Child6-1_genomic.fna	Streptococcus agalactiae	Child6-1	20122	SAMEA2780153 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398675.1 	2.04304	35.2	-	CDCF01	62	2018	1963	2014/11/04	2015/11/10	Contig
GCA_001398695.1_Child6-2_genomic.fna	Streptococcus agalactiae	Child6-2	20122	SAMEA2780154 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398695.1 	2.04318	35.2	-	CDCH01	64	2018	1961	2014/11/04	2015/11/10	Contig
GCA_001398715.1_Mother7_genomic.fna	Streptococcus agalactiae	Mother7	20122	SAMEA2780155 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398715.1 	2.09499	35.4	-	CDCJ01	70	2053	1990	2014/11/04	2016/03/09	Contig
GCA_001398735.1_Child7_genomic.fna	Streptococcus agalactiae	Child7	20122	SAMEA2780156 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398735.1 	2.05141	35.4	-	CDCI01	88	2016	1949	2014/11/04	2015/11/10	Contig
GCA_001398755.1_Mother8_genomic.fna	Streptococcus agalactiae	Mother8	20122	SAMEA2780157 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398755.1 	1.95156	35.2	-	CDEJ01	84	1896	1821	2014/11/05	2016/03/09	Contig
GCA_001398775.1_Child8-1_genomic.fna	Streptococcus agalactiae	Child8-1	20122	SAMEA2780158 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398775.1 	1.95217	35.2	-	CDCK01	86	1895	1821	2014/11/04	2015/11/10	Contig
GCA_001398795.1_Child8-2_genomic.fna	Streptococcus agalactiae	Child8-2	20122	SAMEA2780159 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398795.1 	1.95886	35.2	-	CDCL01	144	1901	1821	2014/11/04	2015/11/10	Contig
GCA_001398815.1_Mother9_genomic.fna	Streptococcus agalactiae	Mother9	20122	SAMEA2780160 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398815.1 	1.98298	35.2	-	CDEC01	82	1945	1891	2014/11/04	2015/11/10	Contig
GCA_001398835.1_Child9_genomic.fna	Streptococcus agalactiae	Child9	20122	SAMEA2780161 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398835.1 	1.98134	35.2	-	CDEM01	74	1946	1891	2014/11/05	2016/03/09	Contig
GCA_001398855.1_Mother10-1_genomic.fna	Streptococcus agalactiae	Mother10-1	20122	SAMEA2780162 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398855.1 	2.02859	35.3	-	CDDN01	84	2011	1949	2014/11/04	2015/11/10	Contig
GCA_001398875.1_Mother10-2_genomic.fna	Streptococcus agalactiae	Mother10-2	20122	SAMEA2780163 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398875.1 	2.02589	35.3	-	CDED01	69	2007	1948	2014/11/04	2015/11/10	Contig
GCA_001398895.1_Child10_genomic.fna	Streptococcus agalactiae	Child10	20122	SAMEA2780164 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398895.1 	2.02314	35.3	-	CDEF01	54	2004	1952	2014/11/04	2015/11/10	Contig
GCA_001398915.1_Mother11_genomic.fna	Streptococcus agalactiae	Mother11	20122	SAMEA2780165 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398915.1 	2.12296	35.4	-	CDCM01	73	2109	2048	2014/11/04	2015/11/10	Contig
GCA_001398935.1_Child11-1_genomic.fna	Streptococcus agalactiae	Child11-1	20122	SAMEA2780166 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398935.1 	2.08673	35.3	-	CDCN01	117	2038	1953	2014/11/04	2016/03/09	Contig
GCA_001398955.1_Child11-2_genomic.fna	Streptococcus agalactiae	Child11-2	20122	SAMEA2780167 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398955.1 	2.08587	35.3	-	CDCP01	95	2034	1954	2014/11/04	2016/03/09	Contig
GCA_001398975.1_Mother12_genomic.fna	Streptococcus agalactiae	Mother12	20122	SAMEA2780168 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398975.1 	2.24366	35.4	-	CDCQ01	200	2222	2120	2014/11/04	2015/11/10	Contig
GCA_001398995.1_Child12-1_genomic.fna	Streptococcus agalactiae	Child12-1	20122	SAMEA2780169 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001398995.1 	2.23765	35.4	-	CDCO01	174	2220	2117	2014/11/04	2016/03/09	Contig
GCA_001399015.1_Child12-2_genomic.fna	Streptococcus agalactiae	Child12-2	20122	SAMEA2780170 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399015.1 	2.23772	35.4	-	CDCR01	173	2220	2119	2014/11/04	2015/11/10	Contig
GCA_001399035.1_Mother13_genomic.fna	Streptococcus agalactiae	Mother13	20122	SAMEA2780171 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399035.1 	2.00741	35.4	-	CDDO01	92	1946	1873	2014/11/04	2015/11/10	Contig
GCA_001399055.1_Child13_genomic.fna	Streptococcus agalactiae	Child13	20122	SAMEA2780172 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399055.1 	2.00618	35.4	-	CDCT01	85	1949	1872	2014/11/04	2016/03/09	Contig
GCA_001399075.1_Mother14_genomic.fna	Streptococcus agalactiae	Mother14	20122	SAMEA2780173 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399075.1 	2.03757	35.1	-	CDEK01	98	1997	1925	2014/11/05	2015/11/10	Contig
GCA_001399095.1_Child14_genomic.fna	Streptococcus agalactiae	Child14	20122	SAMEA2780174 	PRJEB6691	Terrabacteria group	Firmicutes	GCA_001399095.1 	2.03561	35.1	-	CDDQ01	86	1997	1923	2014/11/04	2016/03/09	Contig
