Fasta	Genome	contig	Start	Stop	protID	name	url
GCA-000302475-protein611.fasta	GCA_000302475	CP003919.1	621431	621827	611		
GCA-000782855-protein2550.fasta	GCA_000782855	CP006910.1	576964	577420	2550	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002B9B70A
GCA-001592385-protein1730.fasta	GCA_001592385	CP010874.1	1771295	1772114	1730	Membrane protein	http://purl.uniprot.org/uniprot/A0A0E1EJG5
GCA-001592385-protein1128.fasta	GCA_001592385	CP010874.1	1151770	1153228	1128	CpsX protein	http://purl.uniprot.org/uniprot/Q9R2N4
GCA-000012705-protein3796.fasta	GCA_000012705	CP000114.1	1759081	1759381	3796	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EJJ4
GCA-001275545-protein2035.fasta	GCA_001275545	CP012419.2	107523	109722	2035	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0006AC66F5
GCA-000689235-protein1799.fasta	GCA_000689235	HG939456.1	1876274	1876613	1799	Cro/CI family transcriptional regulator	http://purl.uniprot.org/uniprot/F8Y3L0
GCA-001592385-protein1925.fasta	GCA_001592385	CP010874.1	1959321	1960554	1925	MFS transporter	http://purl.uniprot.org/uniprot/A0A0E1EK28
GCA-001190885-protein3105.fasta	GCA_001190885	CP011329.1	1309872	1311612	3105	ABC transporter ATP-binding protein	http://purl.uniprot.org/uniprot/A0A1S1FI51
GCA-001275545-protein2831.fasta	GCA_001275545	CP012419.2	956420	957164	2831	Sortase SrtA	http://purl.uniprot.org/uniprot/Q8DZY1
GCA-000427055-protein613.fasta	GCA_000427055	HF952106.1	620746	621397	613		
GCA-000427075-protein3298.fasta	GCA_000427075	HF952105.1	1292081	1294472	3298	DUF87 domain-containing protein	http://purl.uniprot.org/uniparc/UPI00059AC36B
GCA-000427055-protein636.fasta	GCA_000427055	HF952106.1	645806	647354	636	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000332D74C
GCA-000730215-protein3312.fasta	GCA_000730215	CP007631.2	1366897	1367725	3312	Nucleoside triphosphate hydrolase	http://purl.uniprot.org/uniprot/A0A0E1EI15
GCA-001266635-protein539.fasta	GCA_001266635	CP010319.1	566681	567197	539	XRE family transcriptional regulator	http://purl.uniprot.org/uniparc/UPI0002BAA519
GCA-000831105-protein1587.fasta	GCA_000831105	CP007572.1	1662365	1663826	1587	Amidase	http://purl.uniprot.org/uniprot/S9M658
GCA-001266635-protein1034.fasta	GCA_001266635	CP010319.1	1081399	1081648	1034	Membrane protein	http://purl.uniprot.org/uniprot/I7ICF5
GCA-001592385-protein2047.fasta	GCA_001592385	CP010874.1	2074426	2077924	2047	transcription-repair coupling factor	http://purl.uniprot.org/uniparc/UPI0003062DBA
GCA-000427035-protein2036.fasta	GCA_000427035	HF952104.1	247859	250559	2036		
GCA-000831145-protein570.fasta	GCA_000831145	CP007570.1	606202	607030	570	ParA-like protein	http://purl.uniprot.org/uniprot/A0A076YXV5
GCA-001266635-protein407.fasta	GCA_001266635	CP010319.1	431115	431322	407	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00030C858D
GCA-001275545-protein2964.fasta	GCA_001275545	CP012419.2	1091817	1092498	2964	UPF0758 protein gbs1168	http://purl.uniprot.org/uniprot/Q8E564
GCA-000196055-protein83.fasta	GCA_000196055	AL732656.1	89501	90440	83	DNA-directed RNA polymerase subunit alpha	http://purl.uniprot.org/uniprot/E7S740
GCA-000831145-protein1702.fasta	GCA_000831145	CP007570.1	1813234	1814152	1702	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0004ED7D61
GCA-000012705-protein3976.fasta	GCA_000012705	CP000114.1	1940574	1940784	3976	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H1WPU6
GCA-001592385-protein1177.fasta	GCA_001592385	CP010874.1	1209714	1210125	1177	VOC family protein	http://purl.uniprot.org/uniparc/UPI000318F225
GCA-001552035-protein2779.fasta	GCA_001552035	CP012480.1	723001	724282	2779	Cytosine methyltransferase	http://purl.uniprot.org/uniprot/A0A1S1FGV1
GCA-000831105-protein1511.fasta	GCA_000831105	CP007572.1	1595657	1596305	1511	MarR family transcriptional regulator	http://purl.uniprot.org/uniprot/S9KX43
GCA-000007265-protein560.fasta	GCA_000007265	AE009948.1	573141	573474	560	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1F0CJW3
GCA-000196055-protein414.fasta	GCA_000196055	AL732656.1	430327	430711	414	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8CM07
GCA-000782855-protein2963.fasta	GCA_000782855	CP006910.1	1019205	1019940	2963	ABC transporter ATP-binding protein	http://purl.uniprot.org/uniparc/UPI0002B9B41A
GCA-001592385-protein722.fasta	GCA_001592385	CP010874.1	725286	726330	722	LLM class flavin-dependent oxidoreductase	http://purl.uniprot.org/uniparc/UPI00031DF452
GCA-001448985-protein586.fasta	GCA_001448985	CP013202.1	610975	611332	586	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1E9AE11
GCA-000782855-protein2955.fasta	GCA_000782855	CP006910.1	1012554	1012968	2955		
GCA-000730215-protein3301.fasta	GCA_000730215	CP007631.2	1359495	1359786	3301	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1ENM8
GCA-000007265-protein1802.fasta	GCA_000007265	AE009948.1	1854117	1854465	1802	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1F0C6W2
GCA-000427075-protein3438.fasta	GCA_000427075	HF952105.1	1428105	1428447	3438	Aromatic ring hydroxylase	http://purl.uniprot.org/uniprot/R4ZBL5
GCA-000689235-protein1813.fasta	GCA_000689235	HG939456.1	1888403	1889351	1813	Radical SAM protein	http://purl.uniprot.org/uniprot/A0A0H1IPP8
GCA-001190885-protein3102.fasta	GCA_001190885	CP011329.1	1305956	1306658	3102	Energy-coupling factor transporter transmembrane protein EcfT	http://purl.uniprot.org/uniprot/A0A0E9FAP2
GCA-001266635-protein1144.fasta	GCA_001266635	CP010319.1	1196906	1197272	1144	plasmid mobilization relaxosome protein MobC	http://purl.uniprot.org/uniparc/UPI0002E2EEA2
GCA-001266635-protein1562.fasta	GCA_001266635	CP010319.1	1620723	1621290	1562	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0006A2AEB1
GCA-000427075-protein4057.fasta	GCA_000427075	HF952105.1	2054312	2054732	4057	DUF4065 domain-containing protein	http://purl.uniprot.org/uniparc/UPI000332D99A
GCA-001266635-protein1171.fasta	GCA_001266635	CP010319.1	1222859	1227764	1171	glucan-binding protein	http://purl.uniprot.org/uniparc/UPI00069FDD7D
GCA-000302475-protein707.fasta	GCA_000302475	CP003919.1	721238	721472	707		
GCA-000012705-protein4116.fasta	GCA_000012705	CP000114.1	2071865	2072372	4116	DUF4065 domain-containing protein	http://purl.uniprot.org/uniparc/UPI00005BB4D2
GCA-001592385-protein1174.fasta	GCA_001592385	CP010874.1	1205508	1207290	1174	UvrABC system protein C	http://purl.uniprot.org/uniprot/Q8CX26
GCA-000730215-protein3449.fasta	GCA_000730215	CP007631.2	1508209	1509145	3449	Glycosyl transferase family 2	http://purl.uniprot.org/uniprot/A0A076YVJ6
GCA-000007265-protein2069.fasta	GCA_000007265	AE009948.1	2119663	2119951	2069	Uncharacterized protein	http://purl.uniprot.org/uniprot/E7S1A8
GCA-000007265-protein1942.fasta	GCA_000007265	AE009948.1	1986009	1986264	1942	Addiction module toxin, Txe/YoeB family	http://purl.uniprot.org/uniprot/E7S1H2
GCA-000689235-protein1793.fasta	GCA_000689235	HG939456.1	1873165	1873429	1793	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EQI7
GCA-001592385-protein26.fasta	GCA_001592385	CP010874.1	29683	30487	26	RpiR family transcriptional regulator	http://purl.uniprot.org/uniprot/S8G4S5
GCA-000782855-protein3746.fasta	GCA_000782855	CP006910.1	1828727	1829891	3746	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002B9D201
GCA-000302475-protein638.fasta	GCA_000302475	CP003919.1	647623	649114	638	Lysine--tRNA ligase	http://purl.uniprot.org/uniprot/F8XZP2
GCA-000302475-protein933.fasta	GCA_000302475	CP003919.1	960550	961141	933		
GCA-000831105-protein1196.fasta	GCA_000831105	CP007572.1	1259475	1260429	1196	Eps30 protein	http://purl.uniprot.org/uniprot/A3KLL0
GCA-000302475-protein554.fasta	GCA_000302475	CP003919.1	569346	569577	554		
GCA-000782855-protein2989.fasta	GCA_000782855	CP006910.1	1041982	1043428	2989	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BA3B15
GCA-000427075-protein3004.fasta	GCA_000427075	HF952105.1	999133	1001689	3004	Lysyl aminopeptidase	http://purl.uniprot.org/uniparc/UPI000332E5CC
GCA-001655175-protein1481.fasta	GCA_001655175	CP015976.1	1467446	1468514	1481		
GCA-000730215-protein2306.fasta	GCA_000730215	CP007631.2	332271	333672	2306	Hydrolase, haloacid dehalogenase family/peptidyl-prolyl cis-trans isomerase, cyclophilin type	http://purl.uniprot.org/uniprot/Q8E1N1
GCA-000831145-protein1682.fasta	GCA_000831145	CP007570.1	1798672	1800247	1682	minor structural protein	http://purl.uniprot.org/uniparc/UPI0004ED8622
GCA-000689235-protein1681.fasta	GCA_000689235	HG939456.1	1759413	1760415	1681	Sugar-binding domain protein	http://purl.uniprot.org/uniprot/E7S297
GCA-001026925-protein759.fasta	GCA_001026925	CP010867.1	799741	800962	759	Oxalate:formate antiporter	http://purl.uniprot.org/uniprot/Q8E0G4
GCA-001190805-protein3598.fasta	GCA_001190805	CP011325.1	1667744	1670165	3598	ATP-dependent RecD-like DNA helicase	http://purl.uniprot.org/uniprot/A0A1J7W2R7
GCA-000831105-protein1534.fasta	GCA_000831105	CP007572.1	1616722	1617598	1534	Tellurite resistance protein TehB	http://purl.uniprot.org/uniprot/Q8DYC9
GCA-000689235-protein934.fasta	GCA_000689235	HG939456.1	994852	995086	934	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7VKW3
GCA-000007265-protein506.fasta	GCA_000007265	AE009948.1	534575	535268	506	Cell division ATP-binding protein FtsE	http://purl.uniprot.org/uniprot/E7S5J1
GCA-000007265-protein1785.fasta	GCA_000007265	AE009948.1	1836949	1840624	1785	Prophage LambdaSa2, PblB, putative	http://purl.uniprot.org/uniprot/Q8DXK8
GCA-001026925-protein1905.fasta	GCA_001026925	CP010867.1	1982816	1983749	1905	Virulence factor MviM, putative	http://purl.uniprot.org/uniprot/Q8DWX7
GCA-000689235-protein300.fasta	GCA_000689235	HG939456.1	328704	329442	300	Protein phosphatase 2C	http://purl.uniprot.org/uniprot/F8XYG9
GCA-000007265-protein2044.fasta	GCA_000007265	AE009948.1	2093445	2093694	2044	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1A9E3T9
GCA-000007265-protein1642.fasta	GCA_000007265	AE009948.1	1693897	1694332	1642	Transcription antitermination protein NusB	http://purl.uniprot.org/uniprot/P65580
GCA-000007265-protein693.fasta	GCA_000007265	AE009948.1	703497	704832	693	Glycosyl transferase, group 1 family protein	http://purl.uniprot.org/uniprot/Q8E0M0
GCA-000782855-protein2362.fasta	GCA_000782855	CP006910.1	402875	403283	2362	Uncharacterized protein	http://purl.uniprot.org/uniprot/S4WCR3
GCA-000730255-protein1808.fasta	GCA_000730255	CP007632.1	1874325	1874703	1808	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00005C8757
GCA-001026925-protein36.fasta	GCA_001026925	CP010867.1	53245	53908	36	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8XXF5
GCA-001275545-protein3220.fasta	GCA_001275545	CP012419.2	1330510	1331422	3220	Tagatose-6-phosphate kinase	http://purl.uniprot.org/uniprot/A0A1J7VNR4
GCA-001592385-protein1037.fasta	GCA_001592385	CP010874.1	1067874	1068858	1037	GMP reductase	http://purl.uniprot.org/uniprot/Q3K110
GCA-001592385-protein1336.fasta	GCA_001592385	CP010874.1	1371039	1372026	1336	rhodanese domain-containing protein	http://purl.uniprot.org/uniparc/UPI00005C8389
GCA-000007265-protein1333.fasta	GCA_000007265	AE009948.1	1379365	1379680	1333	50S ribosomal protein L21	http://purl.uniprot.org/uniprot/Q8E4G1
GCA-001592385-protein999.fasta	GCA_001592385	CP010874.1	1030664	1031294	999	Orotate phosphoribosyltransferase	http://purl.uniprot.org/uniprot/Q3K146
GCA-000007265-protein682.fasta	GCA_000007265	AE009948.1	690877	691549	682	FCD domain protein	http://purl.uniprot.org/uniprot/E7S570
GCA-000782855-protein2904.fasta	GCA_000782855	CP006910.1	959220	959643	2904	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BB0309
GCA-000427075-protein2693.fasta	GCA_000427075	HF952105.1	668527	668863	2693	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000332DCF8
GCA-001266635-protein550.fasta	GCA_001266635	CP010319.1	571130	571781	550		
GCA-001592385-protein1377.fasta	GCA_001592385	CP010874.1	1424073	1424748	1377	Nitroreductase family protein	http://purl.uniprot.org/uniprot/F8Y227
GCA-000427035-protein2033.fasta	GCA_000427035	HF952104.1	244627	245557	2033	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H1DAB7
GCA-000730215-protein3115.fasta	GCA_000730215	CP007631.2	1162075	1163623	3115	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EM25
GCA-001026925-protein651.fasta	GCA_001026925	CP010867.1	681153	682146	651	ABC transporter, ATP-binding protein	http://purl.uniprot.org/uniprot/F8XZ99
GCA-000427075-protein4059.fasta	GCA_000427075	HF952105.1	2055934	2056363	4059	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000332E5FD
GCA-000782855-protein2358.fasta	GCA_000782855	CP006910.1	399547	399847	2358	Uncharacterized protein	http://purl.uniprot.org/uniprot/S4WCR8
GCA-000782855-protein3790.fasta	GCA_000782855	CP006910.1	1862355	1862913	3790	histidine phosphatase family protein	http://purl.uniprot.org/uniparc/UPI0002BA7776
GCA-000007265-protein294.fasta	GCA_000007265	AE009948.1	314973	315456	294	S-ribosylhomocysteine lyase	http://purl.uniprot.org/uniprot/P65332
GCA-001655175-protein1755.fasta	GCA_001655175	CP015976.1	1734401	1735247	1755		
GCA-000730255-protein1433.fasta	GCA_000730255	CP007632.1	1499018	1499846	1433	Exodeoxyribonuclease	http://purl.uniprot.org/uniprot/S9KX60
GCA-000730215-protein3355.fasta	GCA_000730215	CP007631.2	1410655	1410874	3355	DUF4649 domain-containing protein	http://purl.uniprot.org/uniprot/A0A076YZW2
GCA-000007265-protein807.fasta	GCA_000007265	AE009948.1	826187	826817	807	Uridine kinase	http://purl.uniprot.org/uniprot/E7S4U3
GCA-001592385-protein2027.fasta	GCA_001592385	CP010874.1	2051128	2051833	2027	tRNA synthetase subunit beta	http://purl.uniprot.org/uniprot/A0A0H1J7W5
GCA-000831145-protein1671.fasta	GCA_000831145	CP007570.1	1788696	1789212	1671	chromosome partitioning protein ParB	http://purl.uniprot.org/uniparc/UPI0002B90DBB
GCA-000427055-protein221.fasta	GCA_000427055	HF952106.1	235995	236220	221	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000332E4F0
GCA-000427075-protein3435.fasta	GCA_000427075	HF952105.1	1424959	1425901	3435	Glycosyltransferase, group 2 family protein	http://purl.uniprot.org/uniprot/E7S3F0
GCA-001026925-protein1801.fasta	GCA_001026925	CP010867.1	1886321	1887095	1801	DNA-binding response regulator	http://purl.uniprot.org/uniprot/A0A1J7V3S4
GCA-001592385-protein1332.fasta	GCA_001592385	CP010874.1	1367035	1367539	1332	YkgJ family cysteine cluster protein	http://purl.uniprot.org/uniparc/UPI0002BF6975
GCA-001592385-protein1935.fasta	GCA_001592385	CP010874.1	1972208	1973489	1935	Histidine--tRNA ligase	http://purl.uniprot.org/uniprot/Q3JYL6
GCA-001266635-protein747.fasta	GCA_001266635	CP010319.1	784030	784597	747	Energy coupling factor transporter S component ThiW	http://purl.uniprot.org/uniprot/A0A1J7W951
GCA-000831145-protein1850.fasta	GCA_000831145	CP007570.1	1949876	1950686	1850	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1B8VQA6
GCA-001026925-protein523.fasta	GCA_001026925	CP010867.1	548563	549757	523	Aminotransferase	http://purl.uniprot.org/uniprot/F8XZ08
GCA-001190885-protein2852.fasta	GCA_001190885	CP011329.1	1050998	1052540	2852	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BBE7B5
GCA-001592385-protein2023.fasta	GCA_001592385	CP010874.1	2047370	2048033	2023	Cro/Cl family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A0H1MGK6
GCA-001592385-protein1790.fasta	GCA_001592385	CP010874.1	1840274	1840772	1790	Zeta toxin	http://purl.uniprot.org/uniprot/A0A0H1LRM3
GCA-000299135-protein4058.fasta	GCA_000299135	CP003810.1	1998159	1998690	4058	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002643126
GCA-000689235-protein878.fasta	GCA_000689235	HG939456.1	935067	936261	878	Phage integrase family protein	http://purl.uniprot.org/uniprot/A0A1L8STR4
GCA-000302475-protein218.fasta	GCA_000302475	CP003919.1	232045	232516	218		
GCA-000427055-protein1467.fasta	GCA_000427055	HF952106.1	1503819	1504026	1467		
GCA-000007265-protein1539.fasta	GCA_000007265	AE009948.1	1591058	1591688	1539	Uracil phosphoribosyltransferase	http://purl.uniprot.org/uniprot/P67398
GCA-000730215-protein4050.fasta	GCA_000730215	CP007631.2	2110683	2111301	4050	Anaerobic ribonucleoside-triphosphate reductase-activating protein	http://purl.uniprot.org/uniprot/E7S1P0
GCA-000782855-protein2543.fasta	GCA_000782855	CP006910.1	573426	573996	2543	DUF4355 domain-containing protein	http://purl.uniprot.org/uniparc/UPI00005C82C8
GCA-001190885-protein2553.fasta	GCA_001190885	CP011329.1	726790	727546	2553	ABC transporter	http://purl.uniprot.org/uniprot/A0A1F0CJL3
GCA-000007265-protein1780.fasta	GCA_000007265	AE009948.1	1834174	1835581	1780	Prophage LambdaSa2, lysin, putative	http://purl.uniprot.org/uniprot/Q8DXL3
GCA-001552035-protein2788.fasta	GCA_001552035	CP012480.1	729477	730176	2788	ATP-dependent Clp protease proteolytic subunit	http://purl.uniprot.org/uniprot/A0A1S1FGG2
GCA-001592385-protein5.fasta	GCA_001592385	CP010874.1	6355	7234	5		
GCA-000831105-protein1244.fasta	GCA_000831105	CP007572.1	1310919	1311810	1244	tRNA dimethylallyltransferase	http://purl.uniprot.org/uniprot/A0A1A9E1Q3
GCA-000007265-protein192.fasta	GCA_000007265	AE009948.1	216670	216955	192	Phosphotransferase system, galactitol-specific IIB component	http://purl.uniprot.org/uniprot/F8XY38
GCA-001592385-protein142.fasta	GCA_001592385	CP010874.1	119524	120664	142	Chaperone protein DnaJ	http://purl.uniprot.org/uniprot/F8XXN9
GCA-001592385-protein1192.fasta	GCA_001592385	CP010874.1	1226909	1228145	1192	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E4T6
GCA-000831105-protein1222.fasta	GCA_000831105	CP007572.1	1284263	1285919	1222	Dihydroorotate dehydrogenase	http://purl.uniprot.org/uniprot/A0A1A9E1Q2
GCA-000599965-protein770.fasta	GCA_000599965	CP007482.1	774048	774465	770		
GCA-000967445-protein3659.fasta	GCA_000967445	FO393392.1	1499427	1501740	3659	Formate acetyltransferase	http://purl.uniprot.org/uniprot/Q8DXW8
GCA-001592385-protein1682.fasta	GCA_001592385	CP010874.1	1722561	1723836	1682	DNA recombination protein RmuC	http://purl.uniprot.org/uniprot/A0A0E1EJD9
GCA-000007265-protein518.fasta	GCA_000007265	AE009948.1	547108	548083	518	Putative gluconeogenesis factor	http://purl.uniprot.org/uniprot/F8XZ14
GCA-000831105-protein182.fasta	GCA_000831105	CP007572.1	197972	198416	182	Phage protein	http://purl.uniprot.org/uniprot/W1TUG1
GCA-000831145-protein578.fasta	GCA_000831145	CP007570.1	614459	614669	578	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A076YRF4
GCA-001026925-protein746.fasta	GCA_001026925	CP010867.1	782575	783424	746	Peptidase, U32 family	http://purl.uniprot.org/uniprot/Q8E0H6
GCA-000689235-protein1910.fasta	GCA_000689235	HG939456.1	1987132	1987738	1910	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1X1J337
GCA-001190885-protein3100.fasta	GCA_001190885	CP011329.1	1304694	1305111	3100	sigma-70 family RNA polymerase sigma factor	http://purl.uniprot.org/uniparc/UPI00034B80D4
GCA-000196055-protein1749.fasta	GCA_000196055	AL732656.1	1806997	1807813	1749	Yersiniabactin synthetase	http://purl.uniprot.org/uniprot/S8FXA7
GCA-001026925-protein1675.fasta	GCA_001026925	CP010867.1	1750574	1751444	1675	Acid phosphatase	http://purl.uniprot.org/uniprot/Q8DXS9
GCA-000007265-protein641.fasta	GCA_000007265	AE009948.1	646915	647701	641	ABC transporter permease protein	http://purl.uniprot.org/uniprot/F8XZA1
